SEQNUM,BIN_ACCOUNT_MIN_LENGTH,BIN_ACCOUNT_MAX_LENGTH,BIN_ACCOUNT_RANGE_LOW,BIN_ACCOUNT_RANGE_HIGH,BIN_CARD_TYPE,BIN_MOD10_CHECK,BIN_EXPIRY_DATE_CHECK,BIN_PROMPT_CVV,BIN_PROMPT_AVS,BIN_CARD_NAME,BIN_CARD_MNEMONICS,BIN_OFFLINE_FLOOR_LIMIT,BIN_QPS_FLOOR_LIMIT,BIN_DURBIN_BIN_REG_INDICATOR,BIN_IS_WHITELISTED
1389,16,16,5291990000,5291999999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1390,16,16,5292130000,5292139999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1391,16,16,5292170000,5292179999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1392,16,16,5292910000,5292919999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1393,16,16,5293730000,5293730000,NYNNYNNNNNNN,1,1,1,0,U,,,5,0,0
1394,16,16,5293730100,5293730100,NYNNYNNNNNNN,1,1,1,0,U,,,5,0,0
1395,16,16,5293730150,5293730150,NYNNYNNNNNNN,1,1,1,0,U,,,5,0,0
1396,16,16,5293730200,5293730200,NYNNYNNNNNNN,1,1,1,0,U,,,5,0,0
1397,16,16,5293730250,5293730250,NYNNYNNNNNNN,1,1,1,0,U,,,5,0,0
1398,16,16,5293730300,5293730300,NYNNYNNNNNNN,1,1,1,0,U,,,5,0,0
1399,16,16,5293730350,5293730350,NYNNYNNNNNNN,1,1,1,0,U,,,5,0,0
1400,16,16,5293730400,5293730400,NYNNYNNNNNNN,1,1,1,0,U,,,5,0,0
1401,16,16,5293730450,5293730450,NYNNYNNNNNNN,1,1,1,0,U,,,5,0,0
1402,16,16,5293730500,5293730500,NYNNYNNNNNNN,1,1,1,0,U,,,5,0,0
1403,16,16,5293730550,5293730550,NYNNYNNNNNNN,1,1,1,0,U,,,5,0,0
1404,16,16,5293730600,5293730600,NYNNYNNNNNNN,1,1,1,0,U,,,5,0,0
1405,16,16,5293730650,5293730650,NYNNYNNNNNNN,1,1,1,0,U,,,5,0,0
1406,16,16,5294421000,5294421000,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1407,16,16,5295000000,5295009999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1408,16,16,5295010000,5295019999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1409,16,16,5295030000,5295039999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1410,16,16,5297850000,5297859999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1411,16,16,5299490000,5299499999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1412,16,16,5299510000,5299519999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1413,16,16,5300100000,5300109999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1414,16,16,5300120000,5300129999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1415,16,16,5300140000,5300149999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1416,16,16,5300160000,5300169999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1417,16,16,5300180000,5300189999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1418,16,16,5300410000,5300419999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1419,16,16,5301330058,5301330058,NYYNNNYNNNNN,1,1,1,0,U,,,5,0,0
1420,16,16,5301330059,5301330059,NYYNNNYNNNNN,1,1,1,0,U,,,5,0,0
1421,16,16,5302320070,5302320070,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1422,16,16,5302320071,5302320071,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1423,16,16,5302320072,5302320072,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1424,16,16,5302320073,5302320073,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1425,16,16,5302320074,5302320074,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1426,16,16,5302320075,5302320075,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1427,16,16,5302320076,5302320076,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1428,16,16,5302320077,5302320077,NNYNYNNNNNNY,1,1,1,0,U,,,5,0,0
1429,16,16,5302320078,5302320078,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1430,16,16,5302320079,5302320079,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1431,16,16,5303516300,5303516399,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1432,16,16,5303537700,5303537799,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1433,16,16,5307041001,5307041001,NYYNNNYNYNNN,1,1,1,0,U,,,5,0,0
1434,16,16,5307042001,5307042001,NYYNNNYNYNNN,1,1,1,0,U,,,5,0,0
1435,16,16,5308680000,5308689999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1436,16,16,5313010000,5313019999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1437,16,16,5313030000,5313039999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1438,16,16,5318170000,5318179999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1439,16,16,5319940000,5319949999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1440,16,16,5320740000,5320749999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1441,16,16,5320950000,5320959999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1442,16,16,5323050000,5323059999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1443,16,16,5323070000,5323070799,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1444,16,16,5323070900,5323079999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1445,16,16,5325873852,5325873852,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1446,16,16,5325873853,5325873853,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1447,16,16,5325873854,5325873854,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1448,16,16,5325873855,5325873855,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1449,16,16,5325873856,5325873856,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1450,16,16,5325873857,5325873857,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1451,16,16,5325873858,5325873858,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1452,16,16,5325873859,5325873859,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1453,16,16,5329054080,5329054080,NNYNNNNNNNNN,1,1,1,0,U,,,5,0,0
1454,16,16,5329054081,5329054081,NNYNNNNNNNNN,1,1,1,0,U,,,5,0,0
1455,16,16,5329054082,5329054082,NNYNNNNNNNNN,1,1,1,0,U,,,5,0,0
1456,16,16,5329054083,5329054083,NNYNNNNNNNNN,1,1,1,0,U,,,5,0,0
1457,16,16,5329054084,5329054084,NNYNNNNNNNNN,1,1,1,0,U,,,5,0,0
1458,16,16,5329054085,5329054085,NNYNNNNNNNNN,1,1,1,0,U,,,5,0,0
1459,16,16,5329054086,5329054086,NNYNNNNNNNNN,1,1,1,0,U,,,5,0,0
1460,16,16,5329054087,5329054087,NNYNNNNNNNNN,1,1,1,0,U,,,5,0,0
1461,16,16,5329054088,5329054088,NNYNNNNNNNNN,1,1,1,0,U,,,5,0,0
1462,16,16,5329054089,5329054089,NNYNNNNNNNNN,1,1,1,0,U,,,5,0,0
1463,16,16,5329460000,5329469999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1464,16,16,5329490000,5329499999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1465,16,16,5329830000,5329839999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1466,16,16,5331520000,5331529999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1467,16,16,5331560000,5331569999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1468,16,16,5331580000,5331589999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1469,16,16,5332320000,5332329999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1470,16,16,5332350000,5332359999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1471,16,16,5332450000,5332459999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1472,16,16,5332560000,5332569999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1473,16,16,5332580000,5332589999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1474,16,16,5332600000,5332609999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1475,16,16,5332660000,5332669999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1476,16,16,5332750000,5332759999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1477,16,16,5332884200,5332884299,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1478,16,16,5334910030,5334910030,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1479,16,16,5334910031,5334910031,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1480,16,16,5334910032,5334910032,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1481,16,16,5334910033,5334910033,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1482,16,16,5334910034,5334910034,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1483,16,16,5334910035,5334910035,NNYNYNNNNNNY,1,1,1,0,U,,,5,0,0
1484,16,16,5334910036,5334910036,NNYNYNNNNNNY,1,1,1,0,U,,,5,0,0
1485,16,16,5334910037,5334910037,NNYNYNNNNNNY,1,1,1,0,U,,,5,0,0
1486,16,16,5334910038,5334910038,NNYNYNNNNNNY,1,1,1,0,U,,,5,0,0
1487,16,16,5334910039,5334910039,NNYNYNNNNNNY,1,1,1,0,U,,,5,0,0
1488,16,16,5337010000,5337019999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1489,16,16,5337030000,5337039999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1490,16,16,5337050000,5337059999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1491,16,16,5337070000,5337079999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1492,16,16,5337090000,5337099999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1493,16,16,5337120000,5337129999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1494,16,16,5337150000,5337159999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1495,16,16,5337230000,5337239999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1496,16,16,5337390000,5337399999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1497,16,16,5337989300,5337989399,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1498,16,16,5337990000,5337999999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1499,16,16,5343310000,5343319999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1500,16,16,5343350000,5343359999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1501,16,16,5343380000,5343389999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1502,16,16,5343450000,5343459999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1503,16,16,5347340000,5347349999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1504,16,16,5347660000,5347669999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1505,16,16,5347720000,5347729999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1506,16,16,5347730000,5347739999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1507,16,16,5347750000,5347759999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1508,16,16,5347810000,5347819999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1509,16,16,5347910000,5347919999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1510,16,16,5347930000,5347939999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1511,16,16,5347943400,5347943499,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1512,16,16,5348000000,5348009999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1513,16,16,5349280000,5349289999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1514,16,16,5349310000,5349319999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1515,16,16,5349320000,5349329999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1516,16,16,5349370000,5349379999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1517,16,16,5349550000,5349559999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1518,16,16,5349620000,5349629999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1519,16,16,5350170000,5350179999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1520,16,16,5350240000,5350249999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1521,16,16,5350300000,5350309999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1522,16,16,5350330000,5350339999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1523,16,16,5351000000,5351009999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1524,16,16,5353766400,5353766499,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1525,16,16,5362490000,5362499999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1526,16,16,5363664999,5363664999,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1527,16,16,5366330000,5366339999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1528,16,16,5366340000,5366349999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1529,16,16,5366350000,5366359999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1530,16,16,5366360000,5366369999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1531,16,16,5369730000,5369739999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1532,16,16,5369740000,5369749999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1533,16,16,5369750000,5369759999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1534,16,16,5371860000,5371869999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1535,16,16,5376230000,5376239999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1536,16,16,5376600000,5376609999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1537,16,16,5376930000,5376939999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1538,16,16,5377440000,5377449999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1539,16,16,5377500000,5377509999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1540,16,16,5377560000,5377569999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1541,16,16,5377620000,5377629999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1542,16,16,5377680000,5377689999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1543,16,16,5378210000,5378219999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1544,16,16,5380670300,5380670399,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1545,16,16,5387190000,5387199999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1546,16,16,5387680000,5387689999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1547,16,16,5387880000,5387889999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1548,16,16,5390430000,5390439999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1549,16,16,5390520000,5390529999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1550,16,16,5391590000,5391599999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1551,16,16,5391740000,5391749999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1552,16,16,5391800000,5391809999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1553,16,16,5392080000,5392089999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1554,16,16,5392090000,5392099999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1555,16,16,5392100000,5392109999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1556,16,16,5392110000,5392119999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1557,16,16,5392120000,5392129999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1558,16,16,5397567936,5397567936,NYYNNNNNNNNN,1,1,1,0,U,,,5,0,0
1559,16,16,5399220000,5399229999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
1560,16,16,5400611070,5400611070,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1561,16,16,5400611071,5400611071,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1562,16,16,5400611072,5400611072,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1563,16,16,5400611073,5400611073,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1564,16,16,5400611074,5400611074,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1565,16,16,5400611075,5400611075,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1566,16,16,5400611076,5400611076,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1567,16,16,5400611077,5400611077,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1568,16,16,5400611078,5400611078,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1569,16,16,5400611079,5400611079,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1570,16,16,5400614070,5400614070,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1571,16,16,5400614071,5400614071,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1572,16,16,5400614072,5400614072,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1573,16,16,5400614073,5400614073,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1574,16,16,5400614074,5400614074,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1575,16,16,5400614075,5400614075,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1576,16,16,5400614076,5400614076,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1577,16,16,5400614077,5400614077,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1578,16,16,5400614078,5400614078,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1579,16,16,5400614079,5400614079,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1580,16,16,5400631270,5400631270,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1581,16,16,5400631271,5400631271,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1582,16,16,5400631272,5400631272,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1583,16,16,5400631273,5400631273,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1584,16,16,5400631274,5400631274,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1585,16,16,5400631275,5400631275,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1586,16,16,5400631276,5400631276,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1587,16,16,5400631277,5400631277,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1588,16,16,5400631278,5400631278,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1589,16,16,5400631279,5400631279,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1590,16,16,5400635000,5400635000,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1591,16,16,5400635001,5400635001,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1592,16,16,5400635002,5400635002,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1593,16,16,5400635003,5400635003,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1594,16,16,5400635004,5400635004,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1595,16,16,5400635005,5400635005,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1596,16,16,5400635006,5400635006,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1597,16,16,5400635007,5400635007,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1598,16,16,5400635008,5400635008,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1599,16,16,5400635009,5400635009,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1600,16,16,5401229170,5401229170,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1601,16,16,5401229171,5401229171,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1602,16,16,5401229172,5401229172,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1603,16,16,5401229173,5401229173,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1604,16,16,5401229174,5401229174,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1605,16,16,5401229175,5401229175,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1606,16,16,5401229176,5401229176,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1607,16,16,5401229177,5401229177,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1608,16,16,5401229178,5401229178,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1609,16,16,5401229179,5401229179,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1610,16,16,5401295000,5401295000,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1611,16,16,5401295001,5401295001,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1612,16,16,5401295002,5401295002,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1613,16,16,5401295003,5401295003,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1614,16,16,5401295004,5401295004,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1615,16,16,5401295005,5401295005,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1616,16,16,5401295006,5401295006,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1617,16,16,5401295007,5401295007,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1618,16,16,5401295008,5401295008,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1619,16,16,5401295009,5401295009,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1620,16,16,5401299170,5401299170,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1621,16,16,5401299171,5401299171,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1622,16,16,5401299172,5401299172,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1623,16,16,5401299173,5401299173,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1624,16,16,5401299174,5401299174,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1625,16,16,5401299175,5401299175,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1626,16,16,5401299176,5401299176,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1627,16,16,5401299177,5401299177,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1628,16,16,5401299178,5401299178,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1629,16,16,5401299179,5401299179,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1630,16,16,5401573800,5401573800,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1631,16,16,5401573801,5401573801,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1632,16,16,5401573802,5401573802,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1633,16,16,5401573803,5401573803,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1634,16,16,5401573804,5401573804,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1635,16,16,5401573805,5401573805,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1636,16,16,5401573806,5401573806,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1637,16,16,5401573807,5401573807,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1638,16,16,5401573808,5401573808,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1639,16,16,5401573809,5401573809,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1640,16,16,5401575100,5401575100,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1641,16,16,5401575101,5401575101,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1642,16,16,5401575102,5401575102,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1643,16,16,5401575103,5401575103,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1644,16,16,5401575104,5401575104,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1645,16,16,5401575105,5401575105,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1646,16,16,5401575106,5401575106,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1647,16,16,5401575107,5401575107,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1648,16,16,5401575108,5401575108,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1649,16,16,5401575109,5401575109,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1650,16,16,5401577100,5401577100,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1651,16,16,5401577101,5401577101,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1652,16,16,5401577102,5401577102,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1653,16,16,5401577103,5401577103,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1654,16,16,5401577104,5401577104,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
1655,16,16,5401577105,5401577105,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
