SEQNUM,BIN_ACCOUNT_MIN_LENGTH,BIN_ACCOUNT_MAX_LENGTH,BIN_ACCOUNT_RANGE_LOW,BIN_ACCOUNT_RANGE_HIGH,BIN_CARD_TYPE,BIN_MOD10_CHECK,BIN_EXPIRY_DATE_CHECK,BIN_PROMPT_CVV,BIN_PROMPT_AVS,BIN_CARD_NAME,BIN_CARD_MNEMONICS,BIN_OFFLINE_FLOOR_LIMIT,BIN_QPS_FLOOR_LIMIT,BIN_DURBIN_BIN_REG_INDICATOR,BIN_IS_WHITELISTED
704,16,16,5127627006,5127627006,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
705,16,16,5127627007,5127627007,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
706,16,16,5127627008,5127627008,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
707,16,16,5127627009,5127627009,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
708,16,16,5127627030,5127627030,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
709,16,16,5127627031,5127627031,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
710,16,16,5127627032,5127627032,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
711,16,16,5127627033,5127627033,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
712,16,16,5127627034,5127627034,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
713,16,16,5127627035,5127627035,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
714,16,16,5127627036,5127627036,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
715,16,16,5127627037,5127627037,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
716,16,16,5127627038,5127627038,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
717,16,16,5127627039,5127627039,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
718,16,16,5128310000,5128319999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
719,16,16,5128390000,5128399999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
720,16,16,5128470000,5128479999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
721,16,16,5128550000,5128559999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
722,16,16,5128630000,5128639999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
723,16,16,5128700000,5128709999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
724,16,16,5128770000,5128779999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
725,16,16,5128840000,5128849999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
726,16,16,5128910000,5128919999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
727,16,16,5128930000,5128939999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
728,16,16,5128970000,5128979999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
729,16,16,5129020000,5129029999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
730,16,16,5129060000,5129069999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
731,16,16,5129100000,5129109999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
732,16,16,5129140000,5129149999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
733,16,16,5129180000,5129189999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
734,16,16,5131180000,5131189999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
735,16,16,5131190000,5131199999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
736,16,16,5131520000,5131529999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
737,16,16,5132100000,5132109999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
738,16,16,5132110000,5132119999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
739,16,16,5135653746,5135653746,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
740,16,16,5135653747,5135653747,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
741,16,16,5135653748,5135653748,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
742,16,16,5135653749,5135653749,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
743,16,16,5135685488,5135685488,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
744,16,16,5135685489,5135685489,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
745,16,16,5135685490,5135685490,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
746,16,16,5135685491,5135685491,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
747,16,16,5135685492,5135685492,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
748,16,16,5135714769,5135714769,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
749,16,16,5135714770,5135714770,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
750,16,16,5135714771,5135714771,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
751,16,16,5135714772,5135714772,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
752,16,16,5135714773,5135714773,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
753,16,16,5136870681,5136870681,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
754,16,16,5136870682,5136870682,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
755,16,16,5136870683,5136870683,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
756,16,16,5136870684,5136870684,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
757,16,16,5136870685,5136870685,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
758,16,16,5136870686,5136870686,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
759,16,16,5136879000,5136879000,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
760,16,16,5136879001,5136879001,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
761,16,16,5136882985,5136882985,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
762,16,16,5136882986,5136882986,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
763,16,16,5136882987,5136882987,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
764,16,16,5137017480,5137017480,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
765,16,16,5137017481,5137017481,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
766,16,16,5137017482,5137017482,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
767,16,16,5137017483,5137017483,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
768,16,16,5137017484,5137017484,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
769,16,16,5137017485,5137017485,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
770,16,16,5137035717,5137035717,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
771,16,16,5137035718,5137035718,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
772,16,16,5137035719,5137035719,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
773,16,16,5137184597,5137184597,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
774,16,16,5137184598,5137184598,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
775,16,16,5137184599,5137184599,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
776,16,16,5137184600,5137184600,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
777,16,16,5137184601,5137184601,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
778,16,16,5137184602,5137184602,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
779,16,16,5137184603,5137184603,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
780,16,16,5137184604,5137184604,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
781,16,16,5137250812,5137250812,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
782,16,16,5137250813,5137250813,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
783,16,16,5137250814,5137250814,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
784,16,16,5137250815,5137250815,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
785,16,16,5137250816,5137250816,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
786,16,16,5137250817,5137250817,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
787,16,16,5137250818,5137250818,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
788,16,16,5137250819,5137250819,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
789,16,16,5137250820,5137250820,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
790,16,16,5137250821,5137250821,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
791,16,16,5137259000,5137259000,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
792,16,16,5137259001,5137259001,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
793,16,16,5137262489,5137262489,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
794,16,16,5137262490,5137262490,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
795,16,16,5137262491,5137262491,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
796,16,16,5137274793,5137274793,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
797,16,16,5137274794,5137274794,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
798,16,16,5137274795,5137274795,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
799,16,16,5137274796,5137274796,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
800,16,16,5137274797,5137274797,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
801,16,16,5137274798,5137274798,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
802,16,16,5137274799,5137274799,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
803,16,16,5137274800,5137274800,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
804,16,16,5137274801,5137274801,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
805,16,16,5137279000,5137279000,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
806,16,16,5137279001,5137279001,NYNNNNNNNNNY,1,1,1,0,U,,,5,0,0
807,16,16,5140290128,5140290128,NYYNNNNNNNNN,1,1,1,0,U,,,5,3,0
808,16,16,5140290138,5140290138,NYYNNNNNNNNN,1,1,1,0,U,,,5,3,0
809,16,16,5140290143,5140290143,NYYNNNNNYNNN,1,1,1,0,U,,,5,3,0
810,16,16,5140290144,5140290144,NYYNNNNNNNNN,1,1,1,0,U,,,5,3,0
811,16,16,5140290148,5140290148,NYYNNNNNNNNN,1,1,1,0,U,,,5,3,0
812,16,16,5140290152,5140290152,NYYNNNNNNNNN,1,1,1,0,U,,,5,3,0
813,16,16,5140290165,5140290165,NYYNNNNNNNNN,1,1,1,0,U,,,5,3,0
814,16,16,5141120000,5141129999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
815,16,16,5147190350,5147190350,NYYNYNNNNNNN,1,1,1,0,U,,,5,0,0
816,16,16,5149390300,5149390399,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
817,16,16,5150480000,5150489999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
818,16,16,5150810000,5150819999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
819,16,16,5150870000,5150879999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
820,16,16,5150970000,5150979999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
821,16,16,5151000000,5151009999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
822,16,16,5151380000,5151389999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
823,16,16,5151410000,5151419999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
824,16,16,5151600000,5151609999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
825,16,16,5152310000,5152319999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
826,16,16,5152620000,5152629999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
827,16,16,5153320000,5153320000,NYYNNNNNNNNN,1,1,1,0,U,,,5,0,0
828,16,16,5153408599,5153408599,NYYNNNNNNNNN,1,1,1,0,U,,,5,0,0
829,16,16,5154452487,5154452487,NYYNYNNNNNNN,1,1,1,0,U,,,5,0,0
830,16,16,5154452588,5154452588,NYYNYNNNNNNN,1,1,1,0,U,,,5,0,0
831,16,16,5154452665,5154452665,NYYNYNNNNNNN,1,1,1,0,U,,,5,0,0
832,16,16,5154452772,5154452772,NYYNYNNNNNNN,1,1,1,0,U,,,5,0,0
833,16,16,5154454971,5154454971,NYYNYNNNNNNN,1,1,1,0,U,,,5,0,0
834,16,16,5154680000,5154689999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
835,16,16,5154740000,5154749999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
836,16,16,5155000000,5155009999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
837,16,16,5155050000,5155059999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
838,16,16,5155080000,5155089999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
839,16,16,5155400000,5155409999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
840,16,16,5155600000,5155609999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
841,16,16,5157150300,5157150399,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
842,16,16,5157440000,5157449999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
843,16,16,5157450000,5157459999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
844,16,16,5157970000,5157979999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
845,16,16,5159375399,5159375399,NYYNNNNNNNNN,1,1,1,0,U,,,5,0,0
846,16,16,5160290000,5160299999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
847,16,16,5161130000,5161139999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
848,16,16,5161230000,5161239999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
849,16,16,5161490000,5161499999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
850,16,16,5161740000,5161749999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
851,16,16,5161960000,5161969999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
852,16,16,5162520000,5162529999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
853,16,16,5163460000,5163469999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
854,16,16,5165170000,5165179999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
855,16,16,5165960000,5165969999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
856,16,16,5166540000,5166549999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
857,16,16,5166750000,5166759999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
858,16,16,5167060000,5167069999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
859,16,16,5169800000,5169809999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
860,16,16,5169820000,5169829999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
861,16,16,5169850000,5169859999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
862,16,16,5169900000,5169909999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
863,16,16,5170990000,5170999999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
864,16,16,5171080000,5171089999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
865,16,16,5171100000,5171109999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
866,16,16,5171170000,5171179999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
867,16,16,5171190000,5171199999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
868,16,16,5171260000,5171269999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
869,16,16,5171280000,5171289999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
870,16,16,5171350000,5171359999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
871,16,16,5171440000,5171449999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
872,16,16,5171520000,5171529999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
873,16,16,5171600000,5171609999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
874,16,16,5171620000,5171629999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
875,16,16,5171680000,5171689999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
876,16,16,5171700000,5171709999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
877,16,16,5171820000,5171829999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
878,16,16,5171880000,5171889999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
879,16,16,5171900000,5171909999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
880,16,16,5171950000,5171959999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
881,16,16,5171980000,5171989999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
882,16,16,5171990000,5171999999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
883,16,16,5172000000,5172009999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
884,16,16,5172970000,5172979999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
885,16,16,5172980000,5172989999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
886,16,16,5173010000,5173019999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
887,16,16,5173020000,5173029999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
888,16,16,5173340000,5173349999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
889,16,16,5174590000,5174599999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
890,16,16,5174600000,5174609999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
891,16,16,5174610000,5174619999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
892,16,16,5174620000,5174629999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
893,16,16,5174630000,5174639999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
894,16,16,5174770000,5174779999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
895,16,16,5181210000,5181219999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
896,16,16,5182520000,5182529999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
897,16,16,5185760000,5185769999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
898,16,16,5189011420,5189011420,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
899,16,16,5189011421,5189011421,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
900,16,16,5189011422,5189011422,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
901,16,16,5189011423,5189011423,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
902,16,16,5189011424,5189011424,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
903,16,16,5189011425,5189011425,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
904,16,16,5189011426,5189011426,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
905,16,16,5189011427,5189011427,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
906,16,16,5189011428,5189011428,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
907,16,16,5189011429,5189011429,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
908,16,16,5189011430,5189011430,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
909,16,16,5189011431,5189011431,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
910,16,16,5189011432,5189011432,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
911,16,16,5189011433,5189011433,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
912,16,16,5189011434,5189011434,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
913,16,16,5189011435,5189011435,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
914,16,16,5189011436,5189011436,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
915,16,16,5189011437,5189011437,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
916,16,16,5189011438,5189011438,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
917,16,16,5189011439,5189011439,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
918,16,16,5189018630,5189018630,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
919,16,16,5189018631,5189018631,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
920,16,16,5189018632,5189018632,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
921,16,16,5189018633,5189018633,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
922,16,16,5189018634,5189018634,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
923,16,16,5189018635,5189018635,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
924,16,16,5189018636,5189018636,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
925,16,16,5189018637,5189018637,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
926,16,16,5189018638,5189018638,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
927,16,16,5189018639,5189018639,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
928,16,16,5189018640,5189018640,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
929,16,16,5189018641,5189018641,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
930,16,16,5189018642,5189018642,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
931,16,16,5189018643,5189018643,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
932,16,16,5189018644,5189018644,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
933,16,16,5189018645,5189018645,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
934,16,16,5189018646,5189018646,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
935,16,16,5189018647,5189018647,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
936,16,16,5189018648,5189018648,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
937,16,16,5189018649,5189018649,NNYNNNNNNNNY,1,1,1,0,U,,,5,0,0
938,16,16,5189060000,5189069999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
939,16,16,5189490000,5189499999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
940,16,16,5189491001,5189491001,NYYNNNYNNNNN,1,1,1,0,U,,,5,0,0
941,16,16,5189491010,5189491010,NYYNNNYNNNNN,1,1,1,0,U,,,5,0,0
942,16,16,5189492110,5189492110,NYYNNNYNNNNN,1,1,1,0,U,,,5,0,0
943,16,16,5189493001,5189493001,NYYNNNYNNNNN,1,1,1,0,U,,,5,0,0
944,16,16,5189496001,5189496001,NYYNNNYNNNNN,1,1,1,0,U,,,5,0,0
945,16,16,5190011419,5190011419,NYNNNNYNNNNY,1,1,1,0,U,,,5,0,0
946,16,16,5190996010,5190996010,NYYNNNNNNNNN,1,1,1,0,U,,,5,0,0
947,16,16,5191090000,5191099999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
948,16,16,5191100000,5191109999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
949,16,16,5191750000,5191759999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
950,16,16,5191840000,5191849999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
951,16,16,5191860000,5191869999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
952,16,16,5191910000,5191919999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
953,16,16,5192750000,5192759999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
954,16,16,5192760000,5192769999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
955,16,16,5192860000,5192869999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
956,16,16,5194110000,5194119999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
957,16,16,5194140000,5194149999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
958,16,16,5194150000,5194159999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
959,16,16,5194170000,5194179999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
960,16,16,5194210000,5194219999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
961,16,16,5194232590,5194232599,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
962,16,16,5194240540,5194240549,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
963,16,16,5194250080,5194250089,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
964,16,16,5194270000,5194279999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
965,16,16,5194280000,5194289999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
966,16,16,5194290000,5194299999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
967,16,16,5194350000,5194359999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
968,16,16,5194702487,5194702487,NYYNNNNNNNNN,1,1,1,0,U,,,5,0,0
969,16,16,5194702588,5194702588,NYYNNNNNNNNN,1,1,1,0,U,,,5,0,0
970,16,16,5194702772,5194702772,NYYNNNNNNNNN,1,1,1,0,U,,,5,0,0
971,16,16,5194704971,5194704971,NYYNNNNNNNNN,1,1,1,0,U,,,5,0,0
972,16,16,5194740000,5194749999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
973,16,16,5194760000,5194769999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
974,16,16,5194920000,5194929999,NNNNNNNYNNNN,1,1,1,0,FSA HSA,MC,0,0,0,0
